GSP Name,From Bus Number,To Bus Number,Tertiary Bus Number,From Bus Name,To Bus Name,Tertiary Bus Name,Circuit ID,Season,Import TL MW,Export TL MW,Import CAFPL MVA,Export CARPL MVA
East Claydon (EM),369401,369324,30161,ECLA4_210,ECLA1_280,ECLA81_G2,S2,Intermediate Warm,,,,
East Claydon (EM),369401,369324,30161,ECLA4_210,ECLA1_280,ECLA81_G2,S2,Summer,,,,
Enderby,398000,397905,38072,ENDE4_110,ENDE1_#180,ENDE8G1,S1,Winter,-523.5,45.4,,480.0
Enderby,398000,397905,38072,ENDE4_110,ENDE1_#180,ENDE8G1,S1,Intermediate Cool,-479.4,45.4,,480.0
Enderby,398000,397905,38072,ENDE4_110,ENDE1_#180,ENDE8G1,S1,Intermediate Warm,-479.4,45.4,,480.0
Enderby,398000,397905,38072,ENDE4_110,ENDE1_#180,ENDE8G1,S1,Summer,-387.9,45.4,,480.0
Enderby,398002,397917,38071,ENDE4_310,ENDE1_#380,ENDE8G3,S3,Winter,-523.5,45.4,,480.0
Enderby,398002,397917,38071,ENDE4_310,ENDE1_#380,ENDE8G3,S3,Intermediate Cool,-479.4,45.4,,480.0
Enderby,398002,397917,38071,ENDE4_310,ENDE1_#380,ENDE8G3,S3,Intermediate Warm,-479.4,45.4,,480.0
Enderby,398002,397917,38071,ENDE4_310,ENDE1_#380,ENDE8G3,S3,Summer,-387.9,45.4,,480.0
Enderby,398003,397925,38073,ENDE4_410,ENDE1_#480,ENDE8G4,S4,Winter,-523.5,45.4,,480.0
Enderby,398003,397925,38073,ENDE4_410,ENDE1_#480,ENDE8G4,S4,Intermediate Cool,-479.4,45.4,,480.0
Enderby,398003,397925,38073,ENDE4_410,ENDE1_#480,ENDE8G4,S4,Intermediate Warm,-479.4,45.4,,480.0
Enderby,398003,397925,38073,ENDE4_410,ENDE1_#480,ENDE8G4,S4,Summer,-387.9,45.4,,480.0
Feckenham,173854,209801,0,FECK6_SGT5,FECK4_510,,S5,Winter,-238.3,310.8,,300.0
Feckenham,173854,209801,0,FECK6_SGT5,FECK4_510,,S5,Intermediate Cool,-221.3,310.8,,300.0
Feckenham,173854,209801,0,FECK6_SGT5,FECK4_510,,S5,Intermediate Warm,-221.3,310.8,,300.0
Feckenham,173854,209801,0,FECK6_SGT5,FECK4_510,,S5,Summer,-183.8,310.8,,300.0
Feckenham,173855,209803,0,FECK6_SGT7,FECK4_710,,S7,Winter,-238.3,310.8,,300.0
Feckenham,173855,209803,0,FECK6_SGT7,FECK4_710,,S7,Intermediate Cool,-221.3,310.8,,300.0
Feckenham,173855,209803,0,FECK6_SGT7,FECK4_710,,S7,Intermediate Warm,-221.3,310.8,,300.0
Feckenham,173855,209803,0,FECK6_SGT7,FECK4_710,,S7,Summer,-183.8,310.8,,300.0
Feckenham,173856,209804,0,FECK6_SGT9,FECK4_910,,S9,Winter,-238.3,310.8,,300.0
Feckenham,173856,209804,0,FECK6_SGT9,FECK4_910,,S9,Intermediate Cool,-221.3,310.8,,300.0
Feckenham,173856,209804,0,FECK6_SGT9,FECK4_910,,S9,Intermediate Warm,-221.3,310.8,,300.0
Feckenham,173856,209804,0,FECK6_SGT9,FECK4_910,,S9,Summer,-183.8,310.8,,300.0
Feckenham,173853,209901,0,FECK6_SGT2,FECK2_H20,,S2,Winter,-238.3,310.8,,300.0
Feckenham,173853,209901,0,FECK6_SGT2,FECK2_H20,,S2,Intermediate Cool,-221.3,310.8,,300.0
Feckenham,173853,209901,0,FECK6_SGT2,FECK2_H20,,S2,Intermediate Warm,-221.3,310.8,,300.0
Feckenham,173853,209901,0,FECK6_SGT2,FECK2_H20,,S2,Summer,-183.8,310.8,,300.0
Grendon,478900,412131,40382,GREN4_#110,GREN1_#180,GREN81_G1,S1,Winter,-541.7,328.5,,
Grendon,478900,412131,40382,GREN4_#110,GREN1_#180,GREN81_G1,S1,Intermediate Cool,-512.3,328.5,,
Grendon,478900,412131,40382,GREN4_#110,GREN1_#180,GREN81_G1,S1,Intermediate Warm,-512.3,328.5,,
Grendon,478900,412131,40382,GREN4_#110,GREN1_#180,GREN81_G1,S1,Summer,-379.6,328.5,,
Grendon,478901,412109,40383,GREN4_#210,GREN1_#280,GREN81_G2,S2,Winter,-541.7,328.5,,
Grendon,478901,412109,40383,GREN4_#210,GREN1_#280,GREN81_G2,S2,Intermediate Cool,-512.3,328.5,,
Grendon,478901,412109,40383,GREN4_#210,GREN1_#280,GREN81_G2,S2,Intermediate Warm,-512.3,328.5,,
Grendon,478901,412109,40383,GREN4_#210,GREN1_#280,GREN81_G2,S2,Summer,-379.6,328.5,,
Grendon,478902,412107,40384,GREN4_#310,GREN1_#380,GREN81_G3,S3,Winter,-541.7,328.5,,
Grendon,478902,412107,40384,GREN4_#310,GREN1_#380,GREN81_G3,S3,Intermediate Cool,-512.3,328.5,,
Grendon,478902,412107,40384,GREN4_#310,GREN1_#380,GREN81_G3,S3,Intermediate Warm,-512.3,328.5,,
Grendon,478902,412107,40384,GREN4_#310,GREN1_#380,GREN81_G3,S3,Summer,-379.6,328.5,,
Grendon,478903,412135,40380,GREN4_#410,GREN1_#480,GREN81_G4,S4,Winter,-541.7,328.5,,
Grendon,478903,412135,40380,GREN4_#410,GREN1_#480,GREN81_G4,S4,Intermediate Cool,-512.3,328.5,,
Grendon,478903,412135,40380,GREN4_#410,GREN1_#480,GREN81_G4,S4,Intermediate Warm,-512.3,328.5,,
Grendon,478903,412135,40380,GREN4_#410,GREN1_#480,GREN81_G4,S4,Summer,-379.6,328.5,,
Iron Acton (SWe),107554,881226,0,OGWF1_303,IROA1_205,,L1,Winter,-525.0,-11.0,,
Iron Acton (SWe),107554,881226,0,OGWF1_303,IROA1_205,,L1,Intermediate Cool,-395.8,-11.0,,
Iron Acton (SWe),107554,881226,0,OGWF1_303,IROA1_205,,L1,Intermediate Warm,-395.8,-11.0,,
Iron Acton (SWe),107554,881226,0,OGWF1_303,IROA1_205,,L1,Summer,-384.6,-11.0,,
Iron Acton (SWe),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Winter,-201.9,127.2,,
Iron Acton (SWe),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Intermediate Cool,-178.9,127.2,,
Iron Acton (SWe),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Intermediate Warm,-178.9,127.2,,
Iron Acton (SWe),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Summer,-142.6,127.2,,
Iron Acton (SWe),881228,883101,0,IROA1_210,FEER1_MAIN2,,L2,Winter,-525.0,-11.0,,
Iron Acton (SWe),881228,883101,0,IROA1_210,FEER1_MAIN2,,L2,Intermediate Cool,-395.8,-11.0,,
Iron Acton (SWe),881228,883101,0,IROA1_210,FEER1_MAIN2,,L2,Intermediate Warm,-395.8,-11.0,,
Iron Acton (SWe),881228,883101,0,IROA1_210,FEER1_MAIN2,,L2,Summer,-384.6,-11.0,,
Iron Acton (SWe),881234,883102,0,IROA1_410,FEER1_MAIN3,,L3,Winter,-525.0,-11.0,,
Iron Acton (SWe),881234,883102,0,IROA1_410,FEER1_MAIN3,,L3,Intermediate Cool,-395.8,-11.0,,
Iron Acton (SWe),881234,883102,0,IROA1_410,FEER1_MAIN3,,L3,Intermediate Warm,-395.8,-11.0,,
Iron Acton (SWe),881234,883102,0,IROA1_410,FEER1_MAIN3,,L3,Summer,-384.6,-11.0,,
Iron Acton (WM),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Winter,-201.9,127.2,,
Iron Acton (WM),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Intermediate Cool,-178.9,127.2,,
Iron Acton (WM),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Intermediate Warm,-178.9,127.2,,
Iron Acton (WM),167400,881240,0,CHIS1_MAIN1,IROA1_1205,,L1,Summer,-142.6,127.2,,
Iron Acton (WM),167401,881242,0,CHIS1_MAIN2,IROA1_1405,,L1,Winter,-201.9,127.2,,
Iron Acton (WM),167401,881242,0,CHIS1_MAIN2,IROA1_1405,,L1,Intermediate Cool,-178.9,127.2,,
Iron Acton (WM),167401,881242,0,CHIS1_MAIN2,IROA1_1405,,L1,Intermediate Warm,-178.9,127.2,,
Iron Acton (WM),167401,881242,0,CHIS1_MAIN2,IROA1_1405,,L1,Summer,-142.6,127.2,,
Iron Acton (WM),881214,881253,0,IROA1_505,YXB36A,,L1,Winter,-201.9,127.2,,
Iron Acton (WM),881214,881253,0,IROA1_505,YXB36A,,L1,Intermediate Cool,-178.9,127.2,,
Iron Acton (WM),881214,881253,0,IROA1_505,YXB36A,,L1,Intermediate Warm,-178.9,127.2,,
Iron Acton (WM),881214,881253,0,IROA1_505,YXB36A,,L1,Summer,-142.6,127.2,,
Iron Acton (WM),881236,881254,0,IROA1_605,YXB36B,,L1,Winter,-201.9,127.2,,
Iron Acton (WM),881236,881254,0,IROA1_605,YXB36B,,L1,Intermediate Cool,-178.9,127.2,,
Iron Acton (WM),881236,881254,0,IROA1_605,YXB36B,,L1,Intermediate Warm,-178.9,127.2,,
Iron Acton (WM),881236,881254,0,IROA1_605,YXB36B,,L1,Summer,-142.6,127.2,,
Ironbridge and Shrewsbury,100000,147633,100005,IRON4_110,IRON1_SGT1,IRON81_G1,S1,Winter,-183.0,57.0,,
Ironbridge and Shrewsbury,100000,147633,100005,IRON4_110,IRON1_SGT1,IRON81_G1,S1,Intermediate Cool,-179.4,57.0,,
Ironbridge and Shrewsbury,100000,147633,100005,IRON4_110,IRON1_SGT1,IRON81_G1,S1,Intermediate Warm,-179.4,57.0,,
Ironbridge and Shrewsbury,100000,147633,100005,IRON4_110,IRON1_SGT1,IRON81_G1,S1,Summer,-136.5,57.0,,
Ironbridge and Shrewsbury,100001,147634,100006,IRON4_210,IRON1_SGT2,IRON81_G2,S2,Winter,-183.0,57.0,,
Ironbridge and Shrewsbury,100001,147634,100006,IRON4_210,IRON1_SGT2,IRON81_G2,S2,Intermediate Cool,-179.4,57.0,,
Ironbridge and Shrewsbury,100001,147634,100006,IRON4_210,IRON1_SGT2,IRON81_G2,S2,Intermediate Warm,-179.4,57.0,,
Ironbridge and Shrewsbury,100001,147634,100006,IRON4_210,IRON1_SGT2,IRON81_G2,S2,Summer,-136.5,57.0,,
Ironbridge and Shrewsbury,100002,147635,100007,IRON4_410,IRON1_SGT4,IRON81_G4,S4,Winter,-183.0,57.0,,
Ironbridge and Shrewsbury,100002,147635,100007,IRON4_410,IRON1_SGT4,IRON81_G4,S4,Intermediate Cool,-179.4,57.0,,
Ironbridge and Shrewsbury,100002,147635,100007,IRON4_410,IRON1_SGT4,IRON81_G4,S4,Intermediate Warm,-179.4,57.0,,
Ironbridge and Shrewsbury,100002,147635,100007,IRON4_410,IRON1_SGT4,IRON81_G4,S4,Summer,-136.5,57.0,,
Ironbridge and Shrewsbury,100100,149711,100101,SHRE4_#310,SHRE1_SGT3,SHRE81_G3,S3,Winter,-99.3,54.1,,
Ironbridge and Shrewsbury,100100,149711,100101,SHRE4_#310,SHRE1_SGT3,SHRE81_G3,S3,Intermediate Cool,-91.1,54.1,,
Ironbridge and Shrewsbury,100100,149711,100101,SHRE4_#310,SHRE1_SGT3,SHRE81_G3,S3,Intermediate Warm,-91.1,54.1,,
Ironbridge and Shrewsbury,100100,149711,100101,SHRE4_#310,SHRE1_SGT3,SHRE81_G3,S3,Summer,-69.3,54.1,,
Kitwell,211601,195615,211605,KITW2_H20,KITW1_#280,KITW81_G2,S2,Winter,-385.8,-41.4,,480.0
Kitwell,211601,195615,211605,KITW2_H20,KITW1_#280,KITW81_G2,S2,Intermediate Cool,-322.1,-41.4,,480.0
Kitwell,211601,195615,211605,KITW2_H20,KITW1_#280,KITW81_G2,S2,Intermediate Warm,-322.1,-41.4,,480.0
Kitwell,211601,195615,211605,KITW2_H20,KITW1_#280,KITW81_G2,S2,Summer,-279.6,-41.4,,480.0
Kitwell,211602,195621,211606,KITW2_H30,KITW1_#380,KITW81_G3,S3,Winter,-385.8,-41.4,,480.0
Kitwell,211602,195621,211606,KITW2_H30,KITW1_#380,KITW81_G3,S3,Intermediate Cool,-322.1,-41.4,,480.0
Kitwell,211602,195621,211606,KITW2_H30,KITW1_#380,KITW81_G3,S3,Intermediate Warm,-322.1,-41.4,,480.0
Kitwell,211602,195621,211606,KITW2_H30,KITW1_#380,KITW81_G3,S3,Summer,-279.6,-41.4,,480.0
Kitwell,211600,195625,211604,KITW2_H10,KITW1_#180,KITW81_G1,S1,Winter,-385.8,-41.4,,480.0
Kitwell,211600,195625,211604,KITW2_H10,KITW1_#180,KITW81_G1,S1,Intermediate Cool,-322.1,-41.4,,480.0
Kitwell,211600,195625,211604,KITW2_H10,KITW1_#180,KITW81_G1,S1,Intermediate Warm,-322.1,-41.4,,480.0
Kitwell,211600,195625,211604,KITW2_H10,KITW1_#180,KITW81_G1,S1,Summer,-279.6,-41.4,,480.0
Lea Marston (WM),171009,202005,0,COPH1_303,LEAM1_1305,,L1,Winter,-277.3,-63.2,,
Lea Marston (WM),171009,202005,0,COPH1_303,LEAM1_1305,,L1,Intermediate Cool,-258.0,-63.2,,
Lea Marston (WM),171009,202005,0,COPH1_303,LEAM1_1305,,L1,Intermediate Warm,-258.0,-63.2,,
Lea Marston (WM),171009,202005,0,COPH1_303,LEAM1_1305,,L1,Summer,-213.5,-63.2,,
Lea Marston (WM),101204,202011,0,BROF1_203,LEAM1_705,,L1,Winter,-277.3,-63.2,,
Lea Marston (WM),101204,202011,0,BROF1_203,LEAM1_705,,L1,Intermediate Cool,-258.0,-63.2,,
Lea Marston (WM),101204,202011,0,BROF1_203,LEAM1_705,,L1,Intermediate Warm,-258.0,-63.2,,
Lea Marston (WM),101204,202011,0,BROF1_203,LEAM1_705,,L1,Summer,-213.5,-63.2,,
Lea Marston (WM),199401,202023,0,SUTC1_MAIN2,LEAM1_605,,L1,Winter,-277.3,-63.2,,
Lea Marston (WM),199401,202023,0,SUTC1_MAIN2,LEAM1_605,,L1,Intermediate Cool,-258.0,-63.2,,
Lea Marston (WM),199401,202023,0,SUTC1_MAIN2,LEAM1_605,,L1,Intermediate Warm,-258.0,-63.2,,
Lea Marston (WM),199401,202023,0,SUTC1_MAIN2,LEAM1_605,,L1,Summer,-213.5,-63.2,,
Margam,95201,958803,0,MAGS61,MAGA2_H13,,S1,Winter,-99.2,69.1,,180.0
Margam,95201,958803,0,MAGS61,MAGA2_H13,,S1,Intermediate Cool,-105.4,69.1,,180.0
Margam,95201,958803,0,MAGS61,MAGA2_H13,,S1,Intermediate Warm,-105.4,69.1,,180.0
Margam,95201,958803,0,MAGS61,MAGA2_H13,,S1,Summer,-110.6,69.1,,180.0
Margam,95202,958805,0,MAGS62,MAGA2_H23,,S2,Winter,-99.2,69.1,,180.0
Margam,95202,958805,0,MAGS62,MAGA2_H23,,S2,Intermediate Cool,-105.4,69.1,,180.0
Margam,95202,958805,0,MAGS62,MAGA2_H23,,S2,Intermediate Warm,-105.4,69.1,,180.0
Margam,95202,958805,0,MAGS62,MAGA2_H23,,S2,Summer,-110.6,69.1,,180.0
Melksham,891122,893100,0,MELK1_110,BATH1_MAIN1,,L1,Winter,-70.6,-19.4,,
Melksham,891122,893100,0,MELK1_110,BATH1_MAIN1,,L1,Intermediate Cool,-56.1,-19.4,,
Melksham,891122,893100,0,MELK1_110,BATH1_MAIN1,,L1,Intermediate Warm,-56.1,-19.4,,
Melksham,891122,893100,0,MELK1_110,BATH1_MAIN1,,L1,Summer,-48.1,-19.4,,
Melksham,891112,893200,0,MELK1_510,BATH1_MAIN2,,L2,Winter,-70.6,-19.4,,
Melksham,891112,893200,0,MELK1_510,BATH1_MAIN2,,L2,Intermediate Cool,-56.1,-19.4,,
Melksham,891112,893200,0,MELK1_510,BATH1_MAIN2,,L2,Intermediate Warm,-56.1,-19.4,,
Melksham,891112,893200,0,MELK1_510,BATH1_MAIN2,,L2,Summer,-48.1,-19.4,,
Nechells East,211802,194817,211806,NECE2_#H30,NECE1_#380,NECE81_G3,S3,Winter,-332.7,6.9,,
Nechells East,211802,194817,211806,NECE2_#H30,NECE1_#380,NECE81_G3,S3,Intermediate Cool,-298.7,6.9,,
Nechells East,211802,194817,211806,NECE2_#H30,NECE1_#380,NECE81_G3,S3,Intermediate Warm,-298.7,6.9,,
Nechells East,211802,194817,211806,NECE2_#H30,NECE1_#380,NECE81_G3,S3,Summer,-265.7,6.9,,
Nechells East,211800,194819,211804,NECE2_#H10,NECE1_#180,NECE81_G1,S1,Winter,-332.7,6.9,,
Nechells East,211800,194819,211804,NECE2_#H10,NECE1_#180,NECE81_G1,S1,Intermediate Cool,-298.7,6.9,,
Nechells East,211800,194819,211804,NECE2_#H10,NECE1_#180,NECE81_G1,S1,Intermediate Warm,-298.7,6.9,,
Nechells East,211800,194819,211804,NECE2_#H10,NECE1_#180,NECE81_G1,S1,Summer,-265.7,6.9,,
Nechells East,211801,194835,211805,NECE2_#H20,NECE1_#280,NECE81_G2,S2,Winter,-332.7,6.9,,
Nechells East,211801,194835,211805,NECE2_#H20,NECE1_#280,NECE81_G2,S2,Intermediate Cool,-298.7,6.9,,
Nechells East,211801,194835,211805,NECE2_#H20,NECE1_#280,NECE81_G2,S2,Intermediate Warm,-298.7,6.9,,
Nechells East,211801,194835,211805,NECE2_#H20,NECE1_#280,NECE81_G2,S2,Summer,-265.7,6.9,,
Nechells East,211803,194837,211807,NECE2_#H40,NECE1_#480,NECE81_G4,S4,Winter,-332.7,6.9,,
Nechells East,211803,194837,211807,NECE2_#H40,NECE1_#480,NECE81_G4,S4,Intermediate Cool,-298.7,6.9,,
Nechells East,211803,194837,211807,NECE2_#H40,NECE1_#480,NECE81_G4,S4,Intermediate Warm,-298.7,6.9,,
Nechells East,211803,194837,211807,NECE2_#H40,NECE1_#480,NECE81_G4,S4,Summer,-265.7,6.9,,
Ocker Hill,161401,10290,10921,OCKH2_H20,OCKH1_SGT2,OCKH81_G2,S2,Winter,-101.9,10.8,,
Ocker Hill,161401,10290,10921,OCKH2_H20,OCKH1_SGT2,OCKH81_G2,S2,Intermediate Cool,-93.0,10.8,,
Ocker Hill,161401,10290,10921,OCKH2_H20,OCKH1_SGT2,OCKH81_G2,S2,Intermediate Warm,-93.0,10.8,,
Ocker Hill,161401,10290,10921,OCKH2_H20,OCKH1_SGT2,OCKH81_G2,S2,Summer,-78.2,10.8,,
Ocker Hill,161400,10300,10301,OCKH2_H10,OCKH1_SGT1,OCKH81_G1,S1,Winter,-101.9,10.8,,
Ocker Hill,161400,10300,10301,OCKH2_H10,OCKH1_SGT1,OCKH81_G1,S1,Intermediate Cool,-93.0,10.8,,
Ocker Hill,161400,10300,10301,OCKH2_H10,OCKH1_SGT1,OCKH81_G1,S1,Intermediate Warm,-93.0,10.8,,
Ocker Hill,161400,10300,10301,OCKH2_H10,OCKH1_SGT1,OCKH81_G1,S1,Summer,-78.2,10.8,,
Oldbury,100103,158302,100120,OLDB2_H10,OLDB1_SGT1,OLDB81_G1,S1,Winter,-84.4,44.8,,240.0
Oldbury,100103,158302,100120,OLDB2_H10,OLDB1_SGT1,OLDB81_G1,S1,Intermediate Cool,-77.8,44.8,,240.0
Oldbury,100103,158302,100120,OLDB2_H10,OLDB1_SGT1,OLDB81_G1,S1,Intermediate Warm,-77.8,44.8,,240.0
Oldbury,100103,158302,100120,OLDB2_H10,OLDB1_SGT1,OLDB81_G1,S1,Summer,-68.7,44.8,,240.0
Oldbury,100104,158303,100121,OLDB2_H20,OLDB1_SGT2,OLDB81_G2,S2,Winter,-84.4,44.8,,240.0
Oldbury,100104,158303,100121,OLDB2_H20,OLDB1_SGT2,OLDB81_G2,S2,Intermediate Cool,-77.8,44.8,,240.0
Oldbury,100104,158303,100121,OLDB2_H20,OLDB1_SGT2,OLDB81_G2,S2,Intermediate Warm,-77.8,44.8,,240.0
Oldbury,100104,158303,100121,OLDB2_H20,OLDB1_SGT2,OLDB81_G2,S2,Summer,-68.7,44.8,,240.0
Oldbury,260100,158326,100122,OLDB2_H40,OLDB1_SGT4,OLDB81_G4,S4,Winter,-84.4,44.8,,240.0
Oldbury,260100,158326,100122,OLDB2_H40,OLDB1_SGT4,OLDB81_G4,S4,Intermediate Cool,-77.8,44.8,,240.0
Oldbury,260100,158326,100122,OLDB2_H40,OLDB1_SGT4,OLDB81_G4,S4,Intermediate Warm,-77.8,44.8,,240.0
Oldbury,260100,158326,100122,OLDB2_H40,OLDB1_SGT4,OLDB81_G4,S4,Summer,-68.7,44.8,,240.0
Pembroke,950417,950321,95260,PEMB4_110,PEMB1_SGT1,PEMB8A,S1,Winter,-254.2,272.5,,
Pembroke,950417,950321,95260,PEMB4_110,PEMB1_SGT1,PEMB8A,S1,Intermediate Cool,-253.6,272.5,,
Pembroke,950417,950321,95260,PEMB4_110,PEMB1_SGT1,PEMB8A,S1,Intermediate Warm,-253.6,272.5,,
Pembroke,950417,950321,95260,PEMB4_110,PEMB1_SGT1,PEMB8A,S1,Summer,-219.4,272.5,,
Pembroke,950423,950322,95261,PEMB4_210,PEMB1_SGT2,PEMB8B,S2,Winter,-254.2,272.5,,
Pembroke,950423,950322,95261,PEMB4_210,PEMB1_SGT2,PEMB8B,S2,Intermediate Cool,-253.6,272.5,,
Pembroke,950423,950322,95261,PEMB4_210,PEMB1_SGT2,PEMB8B,S2,Intermediate Warm,-253.6,272.5,,
Pembroke,950423,950322,95261,PEMB4_210,PEMB1_SGT2,PEMB8B,S2,Summer,-219.4,272.5,,
Penn,105802,103342,105804,PENN2_#H10,PENN1_SGT1,PENN81_G1,S1,Winter,-416.1,126.9,,480.0
Penn,105802,103342,105804,PENN2_#H10,PENN1_SGT1,PENN81_G1,S1,Intermediate Cool,-396.3,126.9,,480.0
Penn,105802,103342,105804,PENN2_#H10,PENN1_SGT1,PENN81_G1,S1,Intermediate Warm,-396.3,126.9,,480.0
Penn,105802,103342,105804,PENN2_#H10,PENN1_SGT1,PENN81_G1,S1,Summer,-355.1,126.9,,480.0
Penn,105800,103343,105805,PENN2_#H20,PENN1_SGT2,PENN81_G2,S2,Winter,-416.1,126.9,,480.0
Penn,105800,103343,105805,PENN2_#H20,PENN1_SGT2,PENN81_G2,S2,Intermediate Cool,-396.3,126.9,,480.0
Penn,105800,103343,105805,PENN2_#H20,PENN1_SGT2,PENN81_G2,S2,Intermediate Warm,-396.3,126.9,,480.0
Penn,105800,103343,105805,PENN2_#H20,PENN1_SGT2,PENN81_G2,S2,Summer,-355.1,126.9,,480.0
Penn,105803,103344,105807,PENN2_#H40,PENN1_SGT4,PENN81_G4,S4,Winter,-416.1,126.9,,480.0
Penn,105803,103344,105807,PENN2_#H40,PENN1_SGT4,PENN81_G4,S4,Intermediate Cool,-396.3,126.9,,480.0
Penn,105803,103344,105807,PENN2_#H40,PENN1_SGT4,PENN81_G4,S4,Intermediate Warm,-396.3,126.9,,480.0
Penn,105803,103344,105807,PENN2_#H40,PENN1_SGT4,PENN81_G4,S4,Summer,-355.1,126.9,,480.0
Penn,105801,103345,105806,PENN2_#H50,PENN1_SGT5,PENN81_G5,S5,Winter,-416.1,126.9,,480.0
Penn,105801,103345,105806,PENN2_#H50,PENN1_SGT5,PENN81_G5,S5,Intermediate Cool,-396.3,126.9,,480.0
Penn,105801,103345,105806,PENN2_#H50,PENN1_SGT5,PENN81_G5,S5,Intermediate Warm,-396.3,126.9,,480.0
Penn,105801,103345,105806,PENN2_#H50,PENN1_SGT5,PENN81_G5,S5,Summer,-355.1,126.9,,480.0
Portham,209700,190437,209704,WALH4_110,PORH1_SGT1,WALH81_G1,S1,Winter,-374.2,502.6,,720.0
Portham,209700,190437,209704,WALH4_110,PORH1_SGT1,WALH81_G1,S1,Intermediate Cool,-351.6,502.6,,720.0
Portham,209700,190437,209704,WALH4_110,PORH1_SGT1,WALH81_G1,S1,Intermediate Warm,-351.6,502.6,,720.0
Portham,209700,190437,209704,WALH4_110,PORH1_SGT1,WALH81_G1,S1,Summer,-330.0,502.6,,720.0
Portham,209701,190438,209705,WALH4_210,PORH1_SGT2,WALH81_G2,S2,Winter,-374.2,502.6,,720.0
Portham,209701,190438,209705,WALH4_210,PORH1_SGT2,WALH81_G2,S2,Intermediate Cool,-351.6,502.6,,720.0
Portham,209701,190438,209705,WALH4_210,PORH1_SGT2,WALH81_G2,S2,Intermediate Warm,-351.6,502.6,,720.0
Portham,209701,190438,209705,WALH4_210,PORH1_SGT2,WALH81_G2,S2,Summer,-330.0,502.6,,720.0
Portham,209702,190439,209706,WALH4_310,PORH1_SGT3,WALH81_G3,S3,Winter,-374.2,502.6,,720.0
Portham,209702,190439,209706,WALH4_310,PORH1_SGT3,WALH81_G3,S3,Intermediate Cool,-351.6,502.6,,720.0
Portham,209702,190439,209706,WALH4_310,PORH1_SGT3,WALH81_G3,S3,Intermediate Warm,-351.6,502.6,,720.0
Portham,209702,190439,209706,WALH4_310,PORH1_SGT3,WALH81_G3,S3,Summer,-330.0,502.6,,720.0
Portham,209703,190440,0,WALH4_410,PORH1_SGT4,,S4,Winter,-374.2,502.6,,720.0
Portham,209703,190440,0,WALH4_410,PORH1_SGT4,,S4,Intermediate Cool,-351.6,502.6,,720.0
Portham,209703,190440,0,WALH4_410,PORH1_SGT4,,S4,Intermediate Warm,-351.6,502.6,,720.0
Portham,209703,190440,0,WALH4_410,PORH1_SGT4,,S4,Summer,-330.0,502.6,,720.0
Pyle,952804,952808,95320,PYLE2_H13,PYLE1_#180,PYLE8A,S1,Winter,-100.8,181.0,,185.0
Pyle,952804,952808,95320,PYLE2_H13,PYLE1_#180,PYLE8A,S1,Intermediate Cool,-69.6,181.0,,185.0
Pyle,952804,952808,95320,PYLE2_H13,PYLE1_#180,PYLE8A,S1,Intermediate Warm,-69.6,181.0,,185.0
Pyle,952804,952808,95320,PYLE2_H13,PYLE1_#180,PYLE8A,S1,Summer,-73.4,181.0,,185.0
Pyle,952806,952809,95321,PYLE2_H23,PYLE1_#280,PYLE8B,S2,Winter,-100.8,181.0,,185.0
Pyle,952806,952809,95321,PYLE2_H23,PYLE1_#280,PYLE8B,S2,Intermediate Cool,-69.6,181.0,,185.0
Pyle,952806,952809,95321,PYLE2_H23,PYLE1_#280,PYLE8B,S2,Intermediate Warm,-69.6,181.0,,185.0
Pyle,952806,952809,95321,PYLE2_H23,PYLE1_#280,PYLE8B,S2,Summer,-73.4,181.0,,185.0
Rassau,950804,950812,0,RASS4_113,RASS1_SGT1,,S1,Winter,-156.5,173.9,,240.0
Rassau,950804,950812,0,RASS4_113,RASS1_SGT1,,S1,Intermediate Cool,-152.0,173.9,,240.0
Rassau,950804,950812,0,RASS4_113,RASS1_SGT1,,S1,Intermediate Warm,-152.0,173.9,,240.0
Rassau,950804,950812,0,RASS4_113,RASS1_SGT1,,S1,Summer,-130.5,173.9,,240.0
Rassau,950810,950813,0,RASS4_213,RASS1_SGT2,,S2,Winter,-156.5,173.9,,240.0
Rassau,950810,950813,0,RASS4_213,RASS1_SGT2,,S2,Intermediate Cool,-152.0,173.9,,240.0
Rassau,950810,950813,0,RASS4_213,RASS1_SGT2,,S2,Intermediate Warm,-152.0,173.9,,240.0
Rassau,950810,950813,0,RASS4_213,RASS1_SGT2,,S2,Summer,-130.5,173.9,,240.0
Ratcliffe,398400,398309,37220,RATS4_110,RATS1_#180,RATS8G1,S1,Winter,-387.4,33.6,,
Ratcliffe,398400,398309,37220,RATS4_110,RATS1_#180,RATS8G1,S1,Intermediate Cool,-273.9,33.6,,
Ratcliffe,398400,398309,37220,RATS4_110,RATS1_#180,RATS8G1,S1,Intermediate Warm,-273.9,33.6,,
Ratcliffe,398400,398309,37220,RATS4_110,RATS1_#180,RATS8G1,S1,Summer,-294.4,33.6,,
